SKU,Nombre,Precio,Existencias,Costo,Proveedor,Status,Vencimiento,CategoriaPrincipal,Subcategoria,UnidadMedida
8243,Mascara Para Pies,35.29,24.0,30.00,VB,Active,2025-12-01,Maquillaje,Mascara,12
SB802,Rubor Scalon,70.59,167.0,60.00,VB,Active,2028-01-01,Maquillaje,Blusher,12
M23-48,Mascara de Pestañas Sky High,27.06,984.0,23.00,VB,Active,2026-04-01,Maquillaje,Mascara,24
GJ7193,Serum Facial de Acido Hialuronico 40ml,37.65,83.0,32.00,VB,Active,2028-05-01,Cuidado personal,Serum facial,12
9603V,Polvo Compacto + Rubor Viktorisa Sempre,37.65,0.0,32.00,VB,Inactive,2027-12-01,Maquillaje,Polvo compacto,12
VS1712,Polvo Compacto y Bronceador Viktorisa Sempre,37.65,720.0,32.00,VB,Active,2026-01-01,Maquillaje,Polvo compacto,12
8294,Mascara de Pestañas 24H Sky High,18.82,671.0,16.00,VB,Active,2025-12-01,Maquillaje,Mascara,24
2188VS,Polvo Suelto Viktorisa Sempre,29.41,912.0,25.00,VB,Active,2026-12-01,Maquillaje,Polvo compacto,12
SZ-256,Brocha para maquillar 5 Pzas,29.41,67.0,25.00,VB,Active,2029-01-01,Maquillaje,Brochas para maquillar,12
M0195,Primer Million Pauline,40.00,216.0,34.00,VB,Active,2025-11-01,Maquillaje,Primers de maquillaje,12
9206N,Polvo Compacto Note Flash Touch 9206N,21.18,816.0,18.00,VB,Active,2026-01-01,Maquillaje,Polvo compacto,24
BX3600,Pegamento Para Uñas,10.59,492.0,9.00,VB,Active,2025-12-01,Maquillaje,Uñas,12
BX-414,Kit para Uñas 4 Pzs,31.76,119.0,27.00,VB,Active,2029-01-01,Maquillaje,Uñas,12
BX-842,Encrespadora de Pestaña,21.18,848.0,18.00,VB,Active,2029-01-01,Maquillaje,Encrespador,12
68603-47,Corrector Super BB,21.18,360.0,18.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
LC1182,Aceite Labial + Tinte Para Labios,21.18,0.0,18.00,VB,Inactive,2028-06-01,Maquillaje,Labios,24
OLU909-6,Perfume Tubular Vercage,21.18,96.0,18.00,VB,Active,,Cuidado personal,Perfumes,24
OLU909-81,Perfume Tubular Swiss Army,21.18,0.0,18.00,VB,Inactive,,Cuidado personal,Perfumes,24
OLU909-112,Perfume Tubular Mome Blang,21.18,117.0,18.00,VB,Active,,Cuidado personal,Perfumes,24
OLU909-171,Perfume Tubular Invictus V,21.18,24.0,18.00,VB,Active,,Cuidado personal,Perfumes,24
OLU909-91,Perfume Tubular Invictus,21.18,0.0,18.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU909-50,Perfume Tubular Boos,21.18,0.0,18.00,VB,Inactive,,Cuidado personal,Perfumes,24
OLU909-31,Perfume Tubular Blue De Chenale,21.18,48.0,18.00,VB,Active,,Cuidado personal,Perfumes,24
OLU909-2,Perfume Tubular Billion Men,21.18,0.0,18.00,VB,Inactive,,Cuidado personal,Perfumes,24
OLU909-113,Perfume Tubular 212 Sexy Man,21.18,0.0,18.00,VB,Inactive,,Cuidado personal,Perfumes,24
JM-544,Pestañas Postizas 8mm,23.53,240.0,20.00,VB,Active,2026-01-01,Maquillaje,Articulos para pestañas,12
C013,Esponjas para maquillar Kiss Lovely C013,23.53,12.0,20.00,VB,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,6
T345-24F,Pintura De Uña,12.94,0.0,11.00,VB,Inactive,2028-02-01,Maquillaje,Uñas,24
MM-048,Parche Para Ojos De Colágeno,5.00,9316.0,4.00,VB,Active,2025-08-01,Maquillaje,Parche para ojos,10
BQY74930,Mascarilla Facial Hidratante de Pepino,4.71,10.0,4.00,VB,Inactive,2026-04-01,Cuidado personal,Mascarilla facial,10
SZ-997,Brochas para maquillar 7 Pcs,94.12,376.0,80.00,VB,Active,2029-01-01,Maquillaje,Brochas para maquillar,6
GJ7182,Locion Retinol 100g,58.82,19.0,50.00,VB,Active,2028-05-01,Cuidado personal,Serum facial,12
GJ7194,Locion Acido Hialuronico 100g,52.94,60.0,45.00,VB,Active,2028-05-01,Cuidado personal,Serum facial,12
GJ7186,Contorno De Ojos Retinol 30g,52.94,116.0,45.00,VB,Active,2028-05-01,Maquillaje,Contorno de ojos,12
8158,Sombra AnyLady,44.71,389.0,38.00,VB,Active,2027-05-01,Maquillaje,Sombra,12
GJ7191,Limpiador Facial Acido Hialuronico 100g,47.06,165.0,40.00,VB,Active,2028-05-01,Maquillaje,Desmaquillante ó Limpiador facial,12
FP-3032,Esponja Puff,47.06,24.0,40.00,VB,Active,2029-01-26,Maquillaje,Esponjas de maquillaje,12
GJ7028,Contorno De Ojos 20ml,47.06,168.0,40.00,VB,Active,2028-03-01,Maquillaje,Contorno de ojos,24
SZ-213,Brochas 6 Piezas,47.06,0.0,40.00,VB,Inactive,2029-01-26,Maquillaje,Brochas para maquillar,12
VS8861,Polvo Compacto Viktorisa Sempre,25.88,799.0,22.00,VB,Active,2028-12-01,Maquillaje,Polvo compacto,12
JM4010,Pestañas 3pcs,25.88,0.0,22.00,VB,Inactive,2026-01-01,Maquillaje,Articulos para pestañas,12
LO902,Polvo Suelto Scalon,25.88,11.0,22.00,VB,Active,2027-01-01,Maquillaje,Polvo compacto,12
HCC323,Corrector Y Contorno,25.88,120.0,22.00,VB,Active,2028-08-01,Maquillaje,Corrector,24
LC1147,Aceite Labial + Tinte Para Labios,25.88,24.0,22.00,VB,Active,2028-06-01,Maquillaje,Labios,24
J827,Primer Mattefyng Suncreeen,12.94,480.0,11.00,VB,Active,2025-04-01,Maquillaje,Primers de maquillaje,24
J826,Primer Cubreporos,12.94,624.0,11.00,VB,Active,2025-04-01,Maquillaje,Primers de maquillaje,24
ST3313,Corrector Natural Anthaway,12.94,676.0,11.00,VB,Active,2025-11-01,Maquillaje,Corrector,24
ST3366,Corrector Mate,12.94,816.0,11.00,VB,Active,2028-07-01,Maquillaje,Corrector,24
LC991,Brillo Para Labios 24h,12.94,0.0,11.00,VB,Inactive,2028-06-01,Maquillaje,Labios,24
ST3342,Base Liviana Natural Mate ANTAWAY,12.94,288.0,11.00,VB,Active,2027-03-03,Maquillaje,Base de maquillaje,24
ST3356,Base 36h con Antioxidante Dream Urban Cover Anthaway,12.94,0.0,11.00,VB,Inactive,2027-12-01,Maquillaje,Base de maquillaje,24
878,Sombra AnyLady,28.24,624.0,24.00,VB,Active,2027-05-01,Maquillaje,Sombra,12
9815V,Polvo Compacto 2 en 1 Viktorisa Sempre,28.24,660.0,24.00,VB,Active,2026-12-01,Maquillaje,Polvo compacto,12
9301VS,Rubor Victorisa Sempre,28.24,671.0,24.00,VB,Active,2027-12-01,Maquillaje,Blusher,12
LC607,Brillo para Labios,15.29,1100.0,13.00,VB,Active,2028-07-01,Maquillaje,Labios,24
JM-4119,Pestañas 2pcs 3D,17.65,564.0,15.00,VB,Active,2026-01-01,Maquillaje,Articulos para pestañas,12
36380-47,Labial Matte Karité,17.65,1032.0,15.00,VB,Active,2028-04-01,Maquillaje,Labios,24
LC1141,Tinte Para Labios Ice Cream,14.12,24.0,12.00,VB,Active,2028-05-01,Maquillaje,Labios,24
H211-24B,Pintura De Uñas,14.12,0.0,12.00,VB,Inactive,2028-05-01,Maquillaje,Uñas,24
EB7060,Lápiz Para Cejas,11.76,696.0,10.00,VB,Active,2028-06-01,Maquillaje,Delineador,24
2950-47ABCDEF,Bálsamo Labial de Karité,11.76,288.0,10.00,VB,Active,2028-03-01,Maquillaje,Labios,48
YD612,Delineador Huda ABC WaterProof,14.12,48.0,12.00,VB,Active,2026-01-01,Maquillaje,Delineador,24
MB-022,Lápiz Delineador cafe,14.12,634.0,12.00,VB,Active,2026-01-01,Maquillaje,Delineador,12
1808W,Brocha Individual Shadow Brush,14.12,654.0,12.00,VB,Active,2029-01-01,Maquillaje,Brochas para maquillar,12
21261VS-C,Rubor 2 en 1 Sombra y Rubor,14.12,96.0,12.00,VB,Active,2026-01-01,Maquillaje,Blusher,24
DE8035,Parches Para Ojos,5.88,1278.0,5.00,VB,Active,2028-01-01,Maquillaje,Parche para ojos,10
DE8036,Parches Para Labios,5.88,1358.0,5.00,VB,Active,2028-01-01,Maquillaje,Labios,10
OLU938-3,Perfume 2i2 para hombre 100ml,59.00,0.0,48.00,VB,Inactive,,Cuidado personal,Perfumes,12
7233,Lipgloss Filler Ever Beauty,18.82,2.0,16.00,VB,Inactive,2028-08-01,Maquillaje,Labios,48
7152E,Lapiz Labial Mate,21.18,903.0,18.00,VB,Active,2027-06-01,Maquillaje,Labios,24
161-0462,Base Alta Cobertura Reducción De Poros,21.18,504.0,18.00,VB,Active,2026-08-01,Maquillaje,Base de maquillaje,12
7166E,Labial Ever Beauty,23.53,528.0,20.00,VB,Active,2028-01-01,Maquillaje,Labios,48
56839-03,Gel Para Cejas Invisible,23.53,167.0,20.00,VB,Active,2028-06-01,Maquillaje,Mascara,12
PK145,Corrector Liquido Pink Key,23.53,288.0,20.00,VB,Active,2027-09-01,Maquillaje,Corrector,48
M610,Mascara Para Pestañas,15.29,576.0,13.00,VB,Active,2029-01-26,Maquillaje,Mascara,24
TE836,Iluminador Terra Cotta Scalon,30.59,0.0,26.00,VB,Inactive,2026-01-01,Maquillaje,Iluminadores,12
M2602,Corrector Antiojeras 24h,15.29,648.0,13.00,VB,Active,2026-01-01,Maquillaje,Corrector,24
ST3804,Corrector Alta Cobertura,15.29,408.0,13.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
Y-801,Brillo Labial,14.12,0.0,12.00,VB,Inactive,2026-01-01,Maquillaje,Labios,24
68960-03CN,Protector Solar 90+,35.29,3.0,30.00,VB,Inactive,2028-09-01,Cuidado personal,Protector Solar,12
H96041,Serum Facial Vitamina C 30ml,29.41,92.0,25.00,VB,Active,2028-07-01,Cuidado personal,Serum facial,12
H96040,Serum Facial Aloe Vera 30ml,29.41,169.0,25.00,VB,Active,2028-07-01,Cuidado personal,Serum facial,12
56964-47,Mascara Para Pestañas Transparente,25.88,144.0,22.00,VB,Active,2028-07-01,Maquillaje,Mascara,12
OLU938-1,Perfume Legend para hombre 100ml,59.00,0.0,48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-18,Perfume Cool Girl 100ml,59.00,0.0,48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-10,Perfume Bozzs para hombre 100ml,59.00,1.0,48.00,VB,Inactive,,Cuidado personal,Perfumes,12
YMX-1123,Crema Facial de Acido Hialurinico 50g,47.06,40.0,40.00,VB,Active,2027-03-01,Cuidado personal,Crema facial,12
006-X2096,Removedor Corporal de Manchas Naranja XQM 100ml,39.00,645.0,42.00,Mayz,Active,2025-12-01,Cuidado personal,Crema blanqueadora,25
006-X2097,Removedor Corporal Manchas Coconut XQM 100ml,39.00,669.0,42.00,Mayz,Active,2025-12-01,Cuidado personal,Crema blanqueadora,25
006-485512,Crema Corporal Miya Avena 8 Oz,45.00,0.0,42.00,Mayz,Inactive,2024-06-30,Cuidado personal,Crema corporal,24
006-SP404B,Crema Miya Corporal 15ozs Vitamina E,45.00,2265.0,42.00,Mayz,Active,2025-04-01,Cuidado personal,Crema corporal,12
006-SP404A,Crema Miya Corporal 15ozs Aloe Vera,45.00,2223.0,42.00,Mayz,Active,2025-04-28,Cuidado personal,Crema corporal,12
006-485516,Crema Miya Corporal Cocoa 12oz,45.00,441.0,42.00,Mayz,Active,2025-04-01,Cuidado personal,Crema corporal,24
006-485515,Crema corporal Aloe Miya 12 Oz,45.00,86.0,42.00,Mayz,Active,2025-04-01,Cuidado personal,Crema corporal,24
006-003994-2,Champu Sachet Vinilady Brillo Intenso,29.00,0.0,32.00,Mayz,Inactive,2025-02-01,Cuidado personal,Shampoo capilar,12
006-003995-0,Champu Sachet Vinilady Ondas Y Cachos,37.65,1.0,32.00,Mayz,Inactive,2025-01-01,Cuidado personal,Shampoo capilar,12
006-M1648,Mascarilla Hidroplastica Facial Tea Tree 120g,49.00,555.0,44.00,Mayz,Active,2025-12-01,Cuidado personal,Mascarilla facial,48
006-M1647,Mascarilla Hidroplastica Facial de Olivo Skin White 120g,49.00,750.0,44.00,Mayz,Active,2025-12-01,Cuidado personal,Mascarilla facial,48
006-FM08890,Crema para Pies Fasmc 100ml,39.00,253.0,37.00,Mayz,Active,2024-09-01,Cuidado personal,Crema para pies,36
006-01086,Shampoo Olive`n Body 400ml,75.00,12.0,59.00,Mayz,Active,2025-08-01,Cuidado personal,Shampoo capilar,12
046-U218570,Mascarilla Charcoal Beauty Formulas 100ml,65.00,681.0,59.00,Mayz,Active,2025-06-01,Cuidado personal,Mascarilla facial,12
006-WKL52931,Crema Blanqueadora Wokali 100ml,75.00,11.0,69.00,Mayz,Inactive,2024-09-01,Cuidado personal,Crema blanqueadora,36
046-U401240,Tónico Facial Vit C Beauty Formula 150ml,81.18,411.0,69.00,Mayz,Active,2026-01-01,Maquillaje,Tonico facial,6
046-U423020,Limpiador Facial Vit C Beauty Formula 150ml,81.18,156.0,69.00,Mayz,Active,2026-01-01,Maquillaje,Desmaquillante ó Limpiador facial,12
046-U325127,Parches de Gel Para Ojos Carbón Beauty Formula 6UND,78.82,128.0,67.00,Mayz,Active,2025-12-01,Maquillaje,Parche para ojos,6
046-U401232,Crema Facial Hidratante de Dia Vit C Beauty Formulas 100ml,78.82,756.0,67.00,Mayz,Active,2025-12-01,Cuidado personal,Crema facial,12
006-102884-7,Champu Vinilady 325ml Ondas,67.06,3.0,57.00,Mayz,Inactive,,Cuidado personal,Shampoo capilar,12
006-003936-5,Champu Vinilady 325ml Vinilady Natural Relax,59.00,29.0,57.00,Mayz,Active,2025-05-01,Cuidado personal,Shampoo capilar,12
006-000661-0,Champu Vinilady 325ml Liso Intenso,67.06,3.0,57.00,Mayz,Inactive,,Cuidado personal,Shampoo capilar,12
006-000659-9,Champu Vinilady 325ml Vinilady Fuerza Maxima,65.00,7.0,57.00,Mayz,Inactive,2025-02-01,Cuidado personal,Shampoo capilar,12
006-002985-8,Shampoo Anti Caspa Mentol For Men Vinilady 190ml,89.00,45.0,86.00,Mayz,Active,2025-03-01,Cuidado personal,Shampoo capilar,24
006-003015-5,Kit Champu 330ml + Acond 310g Vinilady Forca Maxima,109.00,12.0,102.00,Mayz,Active,2025-03-01,Cuidado personal,Shampoo capilar,6
006-002852-5,Protector Solar Karite & Vitamina E Fps50 Vinilady 120g,189.00,6.0,248.00,Mayz,Active,2024-11-01,Cuidado personal,Protector Solar,12
S17-007,Tratamiento Para Cabello Coco 800g Stay,108.00,1.0,72.00,Stay,Inactive,2026-05-07,Cuidado personal,Tratamientos capilares,18
S17-005,Tratamiento Para Cabello Argan 800g Stay,108.00,18.0,72.00,Stay,Active,2027-10-07,Cuidado personal,Tratamientos capilares,18
S17-009,Tratamiento Para Cabello Aloe Y Keratina 800g Stay,108.00,1.0,71.00,Stay,Inactive,2027-11-30,Cuidado personal,Tratamientos capilares,18
S32-001,Toallas Humedas 30 Hojas Pepino Stay,25.00,0.0,20.00,Stay,Inactive,2026-09-01,Cuidado personal,Toallas humedas,12
S32-1160,Toallas Húmeda 100 Hojas Antibacterial,56.18,83.0,50.00,Stay,Active,2025-12-01,Cuidado personal,Toallas humedas,6
S35-0606,Talco P/Pies 24 Horas,47.19,0.0,42.00,Stay,Inactive,2026-01-01,Cuidado personal,Talco,24
S6-1140B,Sombra 2 En 1 Stay,37.08,312.0,33.00,Stay,Active,2025-07-01,Maquillaje,Sombra,24
WA-035,Shampoo Y Acondicionador Wao 1380 Ml Coco,286.00,24.0,200.00,Stay,Active,2025-10-01,Cuidado personal,Shampoo capilar,6
WA-034,Shampoo Y Acondicionador Wao 1380 Ml Aloe,286.00,57.0,200.00,Stay,Active,2025-10-01,Cuidado personal,Shampoo capilar,6
S17-001,Shampoo Y Acondicionador Caja Oliva Stay,128.00,0.0,89.00,Stay,Inactive,2026-04-01,Cuidado personal,Shampoo capilar,24
S17-023,Shampoo Y Acondicionador Caja Argan,128.00,0.0,89.00,Stay,Inactive,2025-07-01,Cuidado personal,Shampoo capilar,24
S17-019,Shampoo Y Acondicionador 1000 Ml Oliva,215.00,0.0,150.00,Stay,Inactive,2026-02-01,Cuidado personal,Shampoo capilar,8
S17-021,Shampoo Y Acondicionador Keratina 1000ml Stay,215.00,0.0,150.00,Stay,Inactive,2027-11-22,Cuidado personal,Shampoo capilar,8
S17-024,Shampoo Y Acondicionador 1000 Ml Argan,215.00,0.0,150.00,Stay,Inactive,2026-02-01,Cuidado personal,Shampoo capilar,8
S51-0923,Shampoo Ge Niño y Niña 1000ml,149.00,5.0,125.00,Stay,Inactive,,Cuidado personal,Shampoo capilar,8
S23-1345,Shampoo Coco Brillante 500ml,113.00,0.0,79.00,Stay,Inactive,2026-05-01,Cuidado personal,Shampoo capilar,12
S17-1121,Shampoo 1000ml Coconut,95.00,88.0,84.00,Stay,Active,2024-07-01,Cuidado personal,Shampoo capilar,16
WA-218,Rubor WAO!,39.33,48.0,35.00,Stay,Active,2026-04-01,Maquillaje,Blusher,24
WA-221,Mascara de Pestaña Azul WAO! 24H,29.00,120.0,35.00,Stay,Active,2024-03-22,Maquillaje,Mascara,24
S8-1005,Mascara de Pestaña Stay 2 En 1,41.57,575.0,37.00,Stay,Active,2026-12-01,Maquillaje,Mascara,24
S36-001,Puntero Pincel De Uñas 5 Pcs,44.94,300.0,40.00,Stay,Active,2029-01-01,Maquillaje,Uñas,12
S3-011,Protector Solar 50 SPF Stay,72.00,72.0,50.00,Stay,Active,2026-11-30,Cuidado personal,Protector Solar,36
S2-0658,Pinza Para Ceja Muñeca,18.82,1.0,16.00,Stay,Inactive,,Cuidado personal,Crema depiladora,12
S2-0868,Pinza Depiladora para Ceja Stay,19.00,6.0,16.00,Stay,Active,2029-01-01,Cuidado personal,Crema depiladora,12
S2-0511,Pala Y Lima De Pedicure 4 En 1,47.06,3.0,40.00,Stay,Inactive,2029-01-01,Cuidado personal,Pala para pedicure,12
S2-0063,Pala Para Pedicure Plastica,22.35,0.0,19.00,Stay,Inactive,2029-01-01,Cuidado personal,Pala para pedicure,12
S2-0066,Pala Para pies Metalica Stay,20.00,185.0,17.00,Stay,Active,2029-01-01,Cuidado personal,Pala para pedicure,12
S26-004,Navaja De Belleza 2 En 1,22.47,636.0,20.00,Stay,Active,2029-01-01,Cuidado personal,Navaja para barba,12
S40-1021,Mascarilla Hidroplastica Facial de Pepino Stay,59.00,222.0,57.00,Stay,Active,2024-04-01,Cuidado personal,Mascarilla facial,12
S18-002,Mascarilla Facial De Pepino Stay,20.00,438.0,17.00,Stay,Active,2024-07-01,Cuidado personal,Mascarilla facial,10
S18-001,Mascarilla Facial De Aloe Vera Stay,20.00,431.0,17.00,Stay,Active,2024-07-01,Cuidado personal,Mascarilla facial,10
S18-003,Mascarilla Facial De Aguacate Stay,20.00,999.0,17.00,Stay,Active,2024-07-01,Cuidado personal,Mascarilla facial,10
WA-009,Locion Refrescante After Shave P/Hombre 8 Onzas,39.00,2.0,44.00,Stay,Inactive,2023-11-01,Cuidado personal,Barbería,24
S35-008,Locion Corporal Intense 532ml,78.00,0.0,54.00,Stay,Inactive,2026-01-01,Cuidado personal,Crema corporal,12
S35-005,Locion Corporal Aloe Vera 532ml,78.00,81.0,54.00,Stay,Active,2026-01-01,Cuidado personal,Crema corporal,12
S35-023,Limpiador Facial Verde 200ml,63.00,431.0,44.00,Stay,Active,2026-01-01,Maquillaje,Desmaquillante ó Limpiador facial,24
S35-0939,Limpiador Facial Rosado 200ml,63.00,447.0,44.00,Stay,Active,2026-01-01,Maquillaje,Desmaquillante ó Limpiador facial,24
S2-0581,Limpia Cutícula Stay,20.00,84.0,15.00,Stay,Active,2029-01-01,Maquillaje,Uñas,12
S2-0061,Lima Para Uña Stay,11.24,270.0,10.00,Stay,Active,2029-01-01,Cuidado personal,Lima manicure,12
S2-0925,Lima Para Pedicure Azucar,28.09,276.0,25.00,Stay,Active,2029-01-01,Cuidado personal,Lima manicure,12
S2-0771,Lima Para Pedicure Stay,12.00,361.0,10.00,Stay,Active,2029-01-01,Cuidado personal,Lima manicure,12
S33-004,Jabon Para Manos Stay 413ml Mint,44.94,19.0,40.00,Stay,Active,2023-04-01,Cuidado personal,Jabón para manos,12
S33-008,Jabon Para Manos Stay 413ml Apple,44.94,37.0,40.00,Stay,Active,2023-04-01,Cuidado personal,Jabón para manos,12
S27-002,Serum Para Cabello Stay Olive,65.00,0.0,58.00,Stay,Inactive,2025-09-01,Cuidado personal,Serum capilar,12
S11-1066,Formador Barba Stay,20.22,84.0,18.00,Stay,Active,2029-01-01,Cuidado personal,Barbería,12
S23-008,Exfoliante Para Rostro Menta 500ml,162.00,6.0,113.00,Stay,Inactive,2025-01-01,Cuidado personal,Exfoliante corporal,24
S23-1165,Exfoliante Para Rostro Frutos Silvestres 500ml Stay,149.00,6.0,113.00,Stay,Inactive,2025-08-01,Cuidado personal,Exfoliante corporal,24
S23-001,Exfoliante Para Rostro Durazno 500ml,162.00,6.0,113.00,Stay,Inactive,2025-01-01,Cuidado personal,Exfoliante corporal,24
S23-009,Exfoliante Para Rostro Avena Y Miel 500ml Stay,149.00,115.0,113.00,Stay,Active,2025-08-01,Cuidado personal,Exfoliante corporal,24
WA-007,Exfoliante Facial Wao 250ml,66.00,663.0,47.00,Stay,Active,2023-11-01,Cuidado personal,Exfoliante corporal,12
S35-1151,Exfoliante Facial Frutos Silvestres. 6 Oz 170g,66.00,230.0,47.00,Stay,Active,2023-11-01,Cuidado personal,Exfoliante corporal,24
S35-0711,Exfoliante Corporal Mango Y Naranja 532ml,69.00,0.0,47.00,Stay,Inactive,2027-10-01,Cuidado personal,Exfoliante corporal,12
S35-001,Exfoliante Corporal Green Tea 532ml,69.00,1.0,47.00,Stay,Inactive,2026-07-01,Cuidado personal,Exfoliante corporal,12
S35-003,Exfoliante Corporal Cocoa 532ml,69.00,1.0,47.00,Stay,Inactive,2027-12-01,Cuidado personal,Exfoliante corporal,12
S35-0712,Exfoliante Corporal Berry Blast 532ml,69.00,0.0,47.00,Stay,Inactive,2027-10-01,Cuidado personal,Exfoliante corporal,12
S35-002,Exfoliante Corporal Aloe Vera 532ml Stay,69.00,0.0,47.00,Stay,Inactive,2026-07-01,Cuidado personal,Exfoliante corporal,12
S2-0796,Esponja Facial Makeup Puff,25.84,120.0,23.00,Stay,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,12
S2-0361,Esponja Facial Exfoliante Stay,23.60,311.0,21.00,Stay,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,12
S20-10AS,Esmalte Para Uña 4 Tonos Pasteles,19.10,7.0,17.00,Stay,Inactive,,Maquillaje,Uñas,12
S20-05AS,Esmalte Para Uña 12 Colores,19.10,492.0,17.00,Stay,Active,2026-01-01,Maquillaje,Uñas,12
S2-0866,Encrespadora de Pestaña Stay,29.41,225.0,25.00,Stay,Active,2029-01-01,Maquillaje,Encrespador,12
S2-0971,Desmaquillante Facial,66.29,12.0,59.00,Stay,Active,2025-12-01,Maquillaje,Desmaquillante ó Limpiador facial,12
S40-1150,Agua Micelar Desmaquillante Stay,73.00,32.0,62.00,Stay,Active,2026-03-01,Maquillaje,Desmaquillante ó Limpiador facial,24
S6-1362,Delineador 5D Waterprof,43.82,108.0,39.00,Stay,Active,2026-03-22,Maquillaje,Delineador,12
S6-1234,Delineador Lapiz,10.11,1.0,9.00,Stay,Inactive,2028-03-01,Maquillaje,Delineador,48
WA-048,Crema Para Peinar 250ml Romero Wao!,85.00,49.0,66.00,Stay,Active,2025-12-01,Cuidado personal,Crema capilar,48
WA-049,Crema Para Peinar 250ml Coco Wao,85.00,89.0,66.00,Stay,Active,2027-11-15,Cuidado personal,Crema capilar,12
WA-050,Crema Para Peinar 250ml Aloe Wao!,85.00,63.0,66.00,Stay,Active,2026-05-15,Cuidado personal,Crema capilar,12
S23-0538,Crema para Peinar Olive 300ml Stay,97.20,1.0,68.00,Stay,Inactive,2025-12-01,Cuidado personal,Crema capilar,48
S35-015,Crema depiladora de Aloe Vera,72.00,0.0,47.00,Stay,Inactive,2027-10-18,Cuidado personal,Crema depiladora,12
S23-1346,Crema Para Peinar Y Tratamiento Coco 500ml Stay,118.00,141.0,82.00,Stay,Active,2026-03-22,Cuidado personal,Tratamientos capilares,12
S23-1350,Crema para Peinar Y Tratamiento Aloe Vera 500ml,118.00,1.0,82.00,Stay,Inactive,2025-11-01,Cuidado personal,Tratamientos capilares,12
S6-1364,Corrector de color Stay,57.30,120.0,51.00,Stay,Active,2027-03-01,Maquillaje,Corrector,24
S2-0618,Brocha De Barbero,54.12,520.0,46.00,Stay,Active,2029-01-01,Cuidado personal,Brochas barbero,12
S16-002,Base con Vitamina E y SPF 30+,43.82,96.0,39.00,Stay,Active,2026-05-01,Maquillaje,Base de maquillaje,24
A163,Delineador doble a prueba de Agua,24.00,144.0,18.45,BISUTERIA,Active,2025-12-01,Maquillaje,Delineador,48
0457,Base Liquida Acabado Radiante Y Humectante Top Face,12.94,168.0,11.00,VB,Active,2027-08-01,Maquillaje,Base de maquillaje,24
006-485514,Crema corporal Miya 12oz Avena,45.00,139.0,42.00,Mayz,Active,2025-04-30,Cuidado personal,Crema corporal,24
LC911,Bálsamo Para Labios Magic corazón doble,13.00,0.0,11.00,VB,Inactive,2027-11-01,Maquillaje,Labios,12
B853,Perfume Boos The Scent Brown 100ml,89.00,50.0,75.00,VB,Active,,Cuidado personal,Perfumes,12
B0015-BD-1,Body Spray Fly Away 250ml,75.80,0.0,68.25,Ushas,Inactive,2028-12-01,Cuidado personal,Fragancias,12
WA-174,Polvo Compacto WAO!,37.00,264.0,32.00,Stay,Active,2025-12-01,Maquillaje,Polvo compacto,24
ST3311,Corrector Vitality Anthaway,13.00,216.0,11.00,VB,Active,2028-05-13,Maquillaje,Corrector,24
F-A20,Body Victoria's Fleur Face & Love 250ml,76.47,0,65.00,VB,Inactive,,Cuidado personal,Fragancias,12
RC-20,Brochas 5 Piezas,25.88,0,22.00,VB,Inactive,,Maquillaje,Brochas para maquillar,12
B0018-BO,Crema Corporal Le Temps B0018-BO,56.47,0,48.00,VB,Inactive,,Cuidado personal,Crema corporal,12
B0018-MC,Crema Corporal Pink in Sweet Escarchada B0018-MC,56.47,13.0,48.00,VB,Active,,Cuidado personal,Crema corporal,12
DS5264,Crema Facial Hidratante Antiarrugas Y Antiedad Disaar 120g,47.06,0,40.00,VB,Inactive,,Cuidado personal,Crema facial,12
006-002817-7,Crema Para Peinar Coco Nutrición 290gr,67.06,0,57.00,Mayz,Inactive,,Cuidado personal,Crema capilar,24
006-002519-4,Crema Para Peinar Vinilady Brillo Intenso 290gr,67.06,0,57.00,Mayz,Inactive,,Cuidado personal,Crema capilar,24
S8-007,Delineador De Ojos En Gel 24 horas Negro,47.19,0,42.00,Stay,Inactive,,Maquillaje,Delineador,12
S8-007M,Delineador De Ojos En Gel Chocolate y Cafe,42.70,0,42.00,Stay,Inactive,,Maquillaje,Delineador,12
S2-0123,Espejo personal Stay,40.00,0,32.00,Stay,Inactive,,Maquillaje,Espejo,12
006-003767-2,Kit Champu 330ml + Acond 310g Vinilady Boom,120.00,0,102.00,Mayz,Inactive,,Cuidado personal,Shampoo capilar,6
DS5260,Limpiador Facial Limpieza Profunda Acabado Iluminador Disaar 200g,58.82,0,50.00,VB,Inactive,,Maquillaje,Desmaquillante ó Limpiador facial,12
2690702,Parche para Ojos,4.00,0,3.07,BISUTERIA,Inactive,,Maquillaje,Parche para ojos,10
OLU938-15,Perfume Lacoste para mujer 100ml,59.00,0,48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU909-32,Perfume Tubular Vercage Eros,21.18,0,18.00,VB,Inactive,,Cuidado personal,Perfumes,24
