SKU,Nombre,Precio,Existencias,Costo,Proveedor,Status,Vencimiento,CategoriaPrincipal,Subcategoria,UnidadMedida
WA-046,"Mascara Wao! Delineador, Mascara y Lapiz de ceja", 69.00,176.0, 58.00,Stay,Active,2025-12-01,Maquillaje,Mascara,12
LS824,Balsamo para Labios Magic, 17.00,24.0, 13.18,BISUTERIA,Active,2028-01-01,Maquillaje,Labios,24
CM-072,Mascara hidratante para pechos Chovemoar, 9.00,108.0, 7.03,BISUTERIA,Active,2026-08-01,Cuidado personal,Mascarilla facial,12
8658FF,"Paleta Sombra, Blush e Iluminador Anylady", 97.00,36.0, 76.86,BISUTERIA,Active,2028-04-01,Maquillaje,Sombra,12
L3455,Brillo Labial Larga duración Miss Betty, 28.00,24.0, 21.96,BISUTERIA,Active,2028-12-01,Maquillaje,Labios,24
SL-5005,Color para Labios HedyBeauty, 13.00,0.0, 10.10,BISUTERIA,Inactive,2026-01-01,Maquillaje,Labios,24
6038,Tinte agua para Labios Victorias, 24.00,36.0, 18.45,BISUTERIA,Active,2026-01-01,Maquillaje,Labios,24
809-C,Lápiz Labial Miss Demi, 14.00,0.0, 10.98,BISUTERIA,Inactive,2028-09-01,Maquillaje,Labios,72
GZ8100088,Serum Facial de Arroz 30ml, 33.00,84.0, 25.91,BISUTERIA,Active,2029-01-01,Cuidado personal,Serum facial,12
CX2186,Lápiz Labial Comfor Beauty, 20.00,144.0, 15.81,BISUTERIA,Active,2027-01-01,Maquillaje,Labios,24
5786,Lápiz Labial Mate Golden Rose, 20.00,72.0, 15.81,BISUTERIA,Active,2028-10-01,Maquillaje,Labios,24
SL-5004,Color de labios de larga duración HedyBeauty, 13.00,24.0, 10.10,BISUTERIA,Active,2025-06-01,Maquillaje,Labios,24
CX2171,Lápiz Labial Comfor Beauty, 20.00,120.0, 15.81,BISUTERIA,Active,2027-01-01,Maquillaje,Labios,24
Y978,Sombra y Delineador Romantiic, 22.00,120.0, 17.57,BISUTERIA,Active,2029-01-01,Maquillaje,Sombra,24
CX6215,Primer Fit me Comfor Beauty, 17.00,108.0, 13.18,BISUTERIA,Active,2026-01-01,Maquillaje,Primers de maquillaje,12
9219,Labios mas carnosos Chanlanya, 21.00,96.0, 16.69,BISUTERIA,Active,2029-01-01,Maquillaje,Labios,24
628F,"Paleta Sombra, Blush, Iluminador, Glitter Tutu Time", 94.00,108.0, 74.66,BISUTERIA,Active,2029-03-25,Maquillaje,Sombra,12
CX2059,Lápiz Labial 24 hrs, 20.00,192.0, 15.81,BISUTERIA,Active,2027-01-01,Maquillaje,Labios,24
E2231,Mascara Delineador Volumen Rizado, 21.00,92.0, 16.69,BISUTERIA,Active,2029-01-01,Maquillaje,Mascara,24
ES007,"Paleta Sombra, Blush y Iluminador Moly Coco", 72.00,108.0, 57.10,BISUTERIA,Active,2026-01-01,Maquillaje,Sombra,12
OTS018,"Paleta Sombra, Contorno y Blush Overture", 52.00,215.0, 41.28,BISUTERIA,Active,2027-07-01,Maquillaje,Sombra,24
LC643,Brillo Labial OLanney, 18.00,0.0, 14.05,BISUTERIA,Inactive,2028-11-01,Maquillaje,Labios,24
OTS068,Paleta Blush Overture, 58.00,168.0, 46.12,BISUTERIA,Active,2027-11-01,Maquillaje,Blusher,24
8658FI,"Sombra Blush, Vanidad y Labial Anylady", 97.00,96.0, 76.86,BISUTERIA,Active,2028-01-03,Maquillaje,Sombra,12
MS1117B,"Sombra Iluminador, sombra y blush Mels", 75.00,120.0, 59.29,BISUTERIA,Active,2026-07-01,Maquillaje,Sombra,24
GZ8100090,"Serum Facial Arroz, Vit C, Acido Hialurónico, Aloe Vera", 33.00,0.0, 25.91,BISUTERIA,Inactive,2028-03-01,Cuidado personal,Serum facial,12
GZ8100130,Serum Facial de Colageno Mlundo, 33.00,96.0, 25.91,BISUTERIA,Active,2028-08-01,Cuidado personal,Serum facial,12
GZ8100089,Serum Facial Aloe Vera Mlundo, 33.00,84.0, 25.91,BISUTERIA,Active,2028-03-01,Cuidado personal,Serum facial,12
2418-C,Lápiz Labial Miss Demi, 13.00,0.0, 10.10,BISUTERIA,Inactive,2025-07-01,Maquillaje,Labios,48
9218,Labios mas carnosos Chanlanya, 21.00,120.0, 16.69,BISUTERIA,Active,2029-01-01,Maquillaje,Labios,24
WKL327,Protector Solar Wokali, 62.00,108.0, 48.31,BISUTERIA,Active,2029-04-12,Cuidado personal,Protector Solar,12
WKL328,Protector Solar Wokali 90 Spf, 62.00,96.0, 48.31,BISUTERIA,Active,2029-04-12,Cuidado personal,Protector Solar,12
WKL329,Protector Solar Wokali 90 spf, 62.00,96.0, 48.31,BISUTERIA,Active,2029-04-12,Cuidado personal,Protector Solar,12
SAC005-2,Removedor de maquillaje SAS, 66.00,60.0, 52.70,BISUTERIA,Active,2029-01-01,Maquillaje,Desmaquillante ó Limpiador facial,12
SAC005-1,Removedor de maquillaje SAS, 66.00,60.0, 52.70,BISUTERIA,Active,2029-01-01,Maquillaje,Desmaquillante ó Limpiador facial,12
SAC005-4,Removedor de maquillaje SAS, 66.00,60.0, 52.70,BISUTERIA,Active,2029-01-01,Maquillaje,Desmaquillante ó Limpiador facial,12
A052,Delineador Note, 18.00,24.0, 14.05,BISUTERIA,Active,2028-01-01,Maquillaje,Delineador,48
E051,Lápiz para cejas SandyBeauty, 17.00,24.0, 13.18,BISUTERIA,Active,2027-01-01,Maquillaje,Delineador,24
M2227,Mascara a prueba de agua 4D Romantiic, 22.00,168.0, 17.13,BISUTERIA,Active,2028-10-01,Maquillaje,Mascara,24
DR-E018,Corrector Piel Impecable 24hrs Dawang Rose, 36.00,96.0, 28.55,BISUTERIA,Active,2026-01-01,Maquillaje,Corrector,24
GZ8060165,Corrector 6 tonos Mlundo, 27.00,120.0, 21.08,BISUTERIA,Active,2028-10-01,Maquillaje,Corrector,24
OTX056,Corrector 6 colores Overture, 42.00,192.0, 32.94,BISUTERIA,Active,2027-10-01,Maquillaje,Corrector,24
8814H-69,"Sombra todo en uno, Blush, Polvo, Sombra Anylady", 92.00,24.0, 73.35,BISUTERIA,Active,2030-12-27,Maquillaje,Sombra,12
8814F-32,"Sombra todo en uno, Blush, Polvo, Crema para labios Anylady", 92.00,84.0, 73.35,BISUTERIA,Active,2027-12-30,Maquillaje,Sombra,12
8658FD,"Sombra Wild Sombra, Iluminador, Blush Anylady", 97.00,48.0, 76.86,BISUTERIA,Active,2028-01-01,Maquillaje,Sombra,12
CX7530,Primer Comfor Beauty, 17.00,108.0, 13.18,BISUTERIA,Active,2026-01-01,Maquillaje,Primers de maquillaje,12
5389,Labial Matte Chanlanya, 18.00,0.0, 14.05,BISUTERIA,Inactive,2028-01-01,Maquillaje,Labios,24
K3324,Labial Matte 24 hrs Miss Betty, 22.00,168.0, 17.57,BISUTERIA,Active,2027-01-01,Maquillaje,Labios,24
K-7775,Labial de Hadas Miss Betty, 21.00,0.0, 16.69,BISUTERIA,Inactive,2028-01-01,Maquillaje,Labios,24
9220,Labios mas carnosos Chanlanya, 21.00,0.0, 16.69,BISUTERIA,Inactive,2029-01-01,Maquillaje,Labios,24
5808-A,Brillo Labial Golden Rose, 24.00,0.0, 18.45,BISUTERIA,Inactive,2028-11-01,Maquillaje,Labios,24
L3518,Brillo Labial Miss Betty, 20.00,48.0, 15.37,BISUTERIA,Active,2029-01-01,Maquillaje,Labios,24
Y-2599,Brillo Labial Huda Matte Me, 18.00,30.0, 14.05,BISUTERIA,Inactive,2027-01-01,Maquillaje,Labios,30
E038,Delineador Pestañas y Cejas 36hrs SandyBeauty, 17.00,0.0, 13.18,BISUTERIA,Inactive,2027-07-30,Maquillaje,Delineador,24
OLU938-52,Perfume Pink para mujer 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-20,Perfume Amour Amour para mujer 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-22,Perfume I Eau Dissay para mujer 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
161-Bigpuff,Insecticida Big Puff, 135.00,480.0, 115.00,AjSiles,Active,,,Hogar,24
OLU938-54,Perfume Hello Man 2i2 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-53,Perfume Swis Amy para mujer 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-21,Perfume IEAU DISSAY para hombre 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-35,Perfume Bad Boy 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-50,Perfume Paris Hotel para mujer 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
85377-03,Fijador de polvo suelto Kiss Beauty, 31.00,0.0, 25.60,VB,Inactive,2028-10-01,Maquillaje,Polvo compacto,12
HS1195,Iluminador Make-up Mecow, 24.00,36.0, 20.00,VB,Active,2028-12-01,Maquillaje,Iluminadores,12
CE482,Sombra Glamor + Glitter, 48.00,120.0, 40.00,VB,Active,2027-11-01,Maquillaje,Sombra,12
HS1023,Cera laminada para cejas Mecow, 16.00,669.0, 12.80,VB,Active,2027-11-01,Maquillaje,Articulos para Cejas,24
PK204,Sombra Pink Key UltraLight y rapido secado, 19.00,0.0, 16.00,VB,Inactive,2027-11-01,Maquillaje,Sombra,24
F-A23,Body Victorias Fleur Love Spell Shimmer 250ml, 77.00,12.0, 65.00,VB,Inactive,,Cuidado personal,Fragancias,12
F-A27,Body Victorias Fleur Velvet Petals 250ml, 77.00,12.0, 65.00,VB,Inactive,,Cuidado personal,Fragancias,12
F-A24,Body Victorias Fleur Velvet Petals Shimmer 250ml, 77.00,12.0, 65.00,VB,Inactive,,Cuidado personal,Fragancias,12
F-A25,Body Victorias Fleur Love Spell 250ml, 77.00,12.0, 65.00,VB,Inactive,,Cuidado personal,Fragancias,12
F-A22,Body Victorias Fleur Pure Seduction Shimmer 250ml, 77.00,12.0, 65.00,VB,Inactive,,Cuidado personal,Fragancias,12
F-A18,Body Victorias Fleur Forever Emotion 250ml, 77.00,29.0, 65.00,VB,Active,,Cuidado personal,Fragancias,12
CD-002,Perfume You Crack Me Up 200ml, 83.00,1.0, 70.00,VB,Inactive,,Cuidado personal,Perfumes,18
S35-1447,Crema depiladora 150g Stay 3 en 1, 68.00,48.0, 47.00,Stay,Active,2027-10-01,Cuidado personal,Crema depiladora,12
B0015-RL,Body Spray Corporal 250ml, 80.00,24.0, 71.40,Ushas,Inactive,2028-12-01,Cuidado personal,Fragancias,12
B0015-CJN,Body Spray Corporal 250ml, 80.00,24.0, 71.40,Ushas,Inactive,2028-12-01,Cuidado personal,Fragancias,12
B0015-HB,Body Spray Corporal 250ml, 80.00,24.0, 71.40,Ushas,Inactive,2028-12-01,Cuidado personal,Fragancias,12
B0015-BD-55,Body Spray Glisten Paris 250ml, 76.00,36.0, 68.25,Ushas,Inactive,2028-12-01,Cuidado personal,Fragancias,12
B0015-BD-23,Body Spray Pasco Pappu 250ml, 76.00,9.0, 68.25,Ushas,Inactive,2028-12-01,Cuidado personal,Fragancias,12
B0015-BD-8,Body Spray Thirll 250ml, 76.00,12.0, 68.25,Ushas,Inactive,2028-12-01,Cuidado personal,Fragancias,12
953,Blush 4 colores Anylady, 42.00,136.0, 35.00,VB,Active,2027-04-01,Maquillaje,Blusher,24
56821-03,Máscara gel para ceja 3D Kiss Beauty, 32.00,24.0, 27.00,VB,Active,2028-01-01,Maquillaje,Mascara,24
M23-28,Mascara Million Pauline 4 Colores 24 horas, 24.00,0.0, 20.00,VB,Inactive,2026-06-01,Maquillaje,Mascara,48
B0045-BD-12,Perfume Innovator tubular 35ml, 22.00,1.0, 16.00,VB,Inactive,,Cuidado personal,Perfumes,24
OLU938-9,Perfume Invictus para hombre 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-26,Perfume Locaste para hombre 100ml, 59.00,0.0, 48.00,VB,Inactive,,Cuidado personal,Perfumes,12
2929-03,Bálsamo Labial Aloe Kiss Beauty, 11.00,0.0, 8.80,VB,Inactive,2028-12-01,Maquillaje,Labios,36
S37-002,Tijera Stay, 29.00,168.0, 24.00,Stay,Active,2029-01-01,Cuidado personal,Tijera,12
S35-1457,Crema corporal humectante Miel 444ml, 68.00,0.0, 47.00,Stay,Inactive,2027-10-24,Cuidado personal,Crema corporal,12
BD-4,Perfume 2i2 Party 100ml, 43.00,1.0, 36.00,VB,Inactive,2028-07-12,Cuidado personal,Perfumes,12
BD-10,Perfume Lady Trillion, 43.00,0.0, 36.00,VB,Inactive,,Cuidado personal,Perfumes,12
LO904,Polvo Banana Suelto Scanlon Iluminador Bronzing, 12.00,45.0, 10.00,VB,Active,2026-01-01,Maquillaje,Iluminadores,12
B0021-GE,Body Spray Pink In Sweet 250ml, 76.00,0.0, 71.40,VB,Inactive,2029-02-01,Cuidado personal,Fragancias,12
006-alcoholGel,Alcohol Gel para Niñ@s, 18.00,2729.0, 14.00,VB,Active,,Cuidado personal,Alcohol,12
23526,Mascara Pestañas y Cejas KIKO, 15.00,216.0, 12.00,VB,Active,2026-01-01,Maquillaje,Mascara,12
JH8010,Mascara Pestañas Essence, 15.00,192.0, 12.00,VB,Active,2026-04-01,Maquillaje,Mascara,12
B518-1,Perfume 2i2 Red 100ml, 66.00,2.0, 56.00,VB,Inactive,2028-08-01,Cuidado personal,Perfumes,12
DS5195,Protector Solar Disaar Anti-ultravioleta SPF50 50ml, 29.00,45.0, 24.00,VB,Active,2028-08-01,Cuidado personal,Protector Solar,12
DS5285,Protector Solar Disaar Antiaging SPF50 80g, 33.00,0.0, 28.00,VB,Inactive,2028-09-01,Cuidado personal,Protector Solar,12
B0021-LA,Body Spray 250ml Pink and Sweet B0021-LA, 76.00,52.0, 64.00,VB,Active,2029-01-01,Cuidado personal,Fragancias,12
LC1305,Balsamo para Labios Osito Magic, 15.00,0.0, 12.00,VB,Inactive,2028-12-01,Maquillaje,Labios,24
MOC449,Iluminador MocMallure True Skin, 19.00,0.0, 16.00,VB,Inactive,2027-11-01,Maquillaje,Iluminadores,12
MOC495,Brillo Labial MocMallure Magic Hearts, 15.00,0.0, 12.00,VB,Inactive,2027-12-01,Maquillaje,Labios,24
LC05,Brillo Labial 99% Aloe Magic, 15.00,0.0, 12.00,VB,Inactive,2028-11-01,Maquillaje,Labios,24
MOC433,Brillo Labial MocMallure Magic Candy, 15.00,0.0, 12.00,VB,Inactive,2027-10-01,Maquillaje,Labios,24
68532-47A,Protector Solar Karité 60ml SPF90, 38.00,117.0, 32.00,VB,Active,2028-08-01,Cuidado personal,Protector Solar,12
AC3219,"Set 3 piezas SkinCare Colageno, Vit C, Acido Hialuronico 30ml Aichun", 95.00,218.0, 80.00,VB,Active,2028-06-01,Cuidado personal,Set skincare,6
HS033,Espejo Gatita, 85.00,0.0, 72.00,VB,Inactive,2026-01-01,Maquillaje,Espejo,12
DS319-1,Shampoo Contra La Caida del Cabello Clasico Disaar 200ml, 48.00,1.0, 40.00,VB,Inactive,2028-11-01,Cuidado personal,Shampoo capilar,12
DS319-2,Shampoo Contra La Caida del Cabello Gengibre Disaar 200ml, 48.00,3.0, 40.00,VB,Inactive,2028-11-01,Cuidado personal,Shampoo capilar,12
35010,Lápiz Labial Mate Beauty Model Matte 35010, 13.00,744.0, 11.00,VB,Active,2027-07-01,Maquillaje,Labios,24
H98142-A,Lápiz Labial Huda Mate, 15.00,1025.0, 12.00,VB,Active,2028-05-01,Maquillaje,Labios,24
LC1253,Brillo Para Labios Magic Dear Darling, 13.00,1488.0, 11.00,VB,Active,2025-03-22,Maquillaje,Labios,12
2056,Primer 24k Rose Silver Kaliya Beauty, 13.00,576.0, 11.00,VB,Active,2028-08-01,Maquillaje,Primers de maquillaje,24
FS346A,Base Maquillaje Febble Pure Cover, 106.00,132.0, 90.00,Ushas,Inactive,2028-05-01,Maquillaje,Base de maquillaje,12
ES4201-2,Sombra para Ojos Ushas Love ES4201 2, 36.00,132.0, 30.00,Ushas,Inactive,2028-08-01,Maquillaje,Sombra,12
ES4201-4,Sombra para Ojos Ushas Love ES4201-4, 36.00,72.0, 30.00,Ushas,Inactive,2028-08-01,Maquillaje,Sombra,12
CS406B,Kit Corrector de Ojeras Ushas B, 98.00,12.0, 83.00,Ushas,Inactive,2028-09-01,Maquillaje,Corrector,6
FS346B,Base Maquillaje Febble Pure Cover, 106.00,96.0, 90.00,Ushas,Inactive,2028-05-01,Maquillaje,Base de maquillaje,12
LG2471B,Brillo Labial Luxurious Ushas B, 25.00,288.0, 21.00,Ushas,Inactive,2026-01-01,Maquillaje,Labios,24
LG2471A,Brillo Labial Luxurious Ushas A, 25.00,288.0, 21.00,Ushas,Inactive,2026-01-01,Maquillaje,Labios,24
T51036,Lapiz labial Matte duradero Top Lady, 15.00,3120.0, 12.00,VB,Active,2028-06-01,Maquillaje,Labios,24
35006,Lapiz labial Matte Beauty Model, 13.00,216.0, 11.00,VB,Active,2028-06-01,Maquillaje,Labios,24
EL661,Delineador de Ojos Colorfull Pasteles, 19.00,144.0, 16.00,Ushas,Inactive,,Maquillaje,Delineador,24
HA-3054,Protector Solar Kids 35+, 48.00,48.0, 40.00,Ushas,Inactive,2028-11-01,Cuidado personal,Protector Solar,12
B0023-CC,Loción Corporal Pink in Sweet B0023-CC, 57.00,12.0, 48.00,Ushas,Inactive,,Cuidado personal,Crema corporal,12
FS329,Corrector de Ojeras Full Cover All Ushas, 33.00,168.0, 28.00,Ushas,Inactive,2028-11-01,Maquillaje,Corrector,24
ES3884-4,Sombra de Ojos Good Vibes, 48.00,144.0, 40.00,Ushas,Inactive,2028-04-01,Maquillaje,Sombra,12
LP2294,Labial en Barra Beauty Kiss, 22.00,216.0, 18.00,Ushas,Inactive,2028-08-01,Maquillaje,Labios,24
LP2300,Balsamo para Labios Ushas, 16.00,480.0, 13.00,Ushas,Inactive,,Maquillaje,Labios,24
FS343,Sellador Para Cejas Ushas, 22.00,192.0, 18.00,Ushas,Inactive,2027-07-01,Maquillaje,Fijador de maquillaje,24
LG2519A,Labial Matte Ushas, 22.00,284.0, 18.00,Ushas,Inactive,2026-08-01,Maquillaje,Labios,24
LG2522,Labial Beauty Kiss, 26.00,288.0, 22.00,Ushas,Inactive,,Maquillaje,Labios,24
ES4061-2,Sombra de Ojos My Life Dreams, 50.00,9.0, 42.00,Ushas,Inactive,2028-05-01,Maquillaje,Sombra,12
ES3922-2,Sombra de Ojos Matcha Love, 38.00,144.0, 32.00,Ushas,Inactive,2025-01-01,Maquillaje,Sombra,12
HA070,Espuma Facial Limpiadora de Vit-C, 75.00,24.0, 63.00,Ushas,Inactive,,Maquillaje,Desmaquillante ó Limpiador facial,12
HA073,Espuma Facial Limpiadora de Uva, 75.00,72.0, 63.00,Ushas,Inactive,,Maquillaje,Desmaquillante ó Limpiador facial,12
HA072,Espuma Facial Limpiadora con Aminoácidos, 75.00,48.0, 63.00,Ushas,Inactive,,Maquillaje,Desmaquillante ó Limpiador facial,12
HA069,Espuma Facial Limpiadora de Rosa, 75.00,24.0, 63.00,Ushas,Inactive,,Maquillaje,Desmaquillante ó Limpiador facial,12
LG2367,Brillo de labios Maximizer, 22.00,216.0, 18.00,Ushas,Inactive,,Maquillaje,Labios,24
FS411B,Base Liquida Premium, 52.00,264.0, 44.00,Ushas,Inactive,,Maquillaje,Base de maquillaje,24
ES4047,Rubor Sweet Mojito, 26.00,96.0, 22.00,Ushas,Inactive,,Maquillaje,Blusher,24
ES4038,Iluminador 2 Tono Estrella, 33.00,72.0, 28.00,Ushas,Inactive,,Maquillaje,Iluminadores,24
ES4030-4,Sombra de Ojos 9C Pink 4 Ushas, 38.00,216.0, 32.00,Ushas,Inactive,2027-09-01,Maquillaje,Sombra,24
LG2419B,Brillo Labial Music Star Matte, 24.00,168.0, 20.00,Ushas,Inactive,,Maquillaje,Labios,24
FS384,Sellador de Maquillaje Ushas Photo Finish, 62.00,60.0, 52.00,Ushas,Inactive,2028-06-01,Maquillaje,Fijador de maquillaje,12
FS358,Primer Para Sombra Ushas, 19.00,168.0, 16.00,Ushas,Inactive,2028-01-01,Maquillaje,Primers de maquillaje,24
ES4026,"Glitter En Gel para Ojos, Labios y Rostro Febble", 15.00,12.0, 12.00,Ushas,Inactive,,Maquillaje,Glitter,24
161-USH-15,Encrespador de Pestañas Ruby Lashes Mood, 30.00,36.0, 25.00,Ushas,Inactive,2026-01-01,Maquillaje,Encrespador,12
161-USH-14,Encrespador de Pestañas Pastel Ruby, 30.00,24.0, 25.00,Ushas,Inactive,,Maquillaje,Encrespador,12
FS338,Blush Corazon, 77.00,72.0, 65.00,Ushas,Inactive,,Maquillaje,Blusher,12
ES4015-2,Sombra de Ojos Golden Stylist-2, 80.00,144.0, 68.00,Ushas,Inactive,2028-03-01,Maquillaje,Sombra,6
LP2288A,Lápiz Labial Kiss A, 22.00,288.0, 18.00,Ushas,Inactive,2028-06-01,Maquillaje,Labios,24
LP2288B,Lápiz Labial Kiss-B, 22.00,264.0, 18.00,Ushas,Inactive,2028-06-01,Maquillaje,Labios,24
ES4017B,Corrector de Ojeras en Crema 8C Golden B, 69.00,42.0, 58.00,Ushas,Inactive,2027-09-01,Maquillaje,Corrector,6
ES4017A,Corrector de Ojeras en crema 8C Golden A, 69.00,60.0, 58.00,Ushas,Inactive,2027-09-01,Maquillaje,Corrector,6
Y385,Labial Alejandra Show, 15.00,72.0, 12.00,Ushas,Inactive,2025-07-01,Maquillaje,Labios,24
ES3965,Blush Perla Sweet, 36.00,48.0, 30.00,Ushas,Inactive,,Maquillaje,Blusher,24
ES3717,Blush 2 Tonos, 30.00,300.0, 25.00,Ushas,Inactive,,Maquillaje,Blusher,12
ES3723,Blush Fard Ushas, 30.00,300.0, 25.00,Ushas,Inactive,,Maquillaje,Blusher,24
MA1072,Máscara de Pestañas Love Febble, 32.00,192.0, 27.00,Ushas,Inactive,2026-08-01,Maquillaje,Mascara,24
ES4024,Blush Flower Ushas, 24.00,192.0, 20.00,Ushas,Inactive,2027-08-01,Maquillaje,Blusher,24
ES3931,Blush 2 Tono Cheeks Painting, 24.00,288.0, 20.00,Ushas,Inactive,,Maquillaje,Blusher,24
ES4012,Blush 2 Tono Matte, 24.00,168.0, 20.00,Ushas,Inactive,,Maquillaje,Blusher,24
FS292,Sellador de Maquillaje Ushas Rose, 89.00,36.0, 75.00,Ushas,Inactive,,Maquillaje,Fijador de maquillaje,12
FS195,Spray Liquido Corporal Shimmer, 77.00,144.0, 65.00,Ushas,Inactive,,Maquillaje,Glitter,12
HA082,Tonico Facial Refrescante Rose, 65.00,60.0, 55.00,Ushas,Inactive,,Cuidado personal,Serum facial,12
FS370,Iluminador Corporal Cristal, 38.00,276.0, 32.00,Ushas,Inactive,,Maquillaje,Iluminadores,12
161-334,Máscara de Pestañas Big Shot, 15.00,288.0, 12.00,Ushas,Inactive,,Maquillaje,Mascara,12
FC611A,Iluminador Febble FC611A, 71.00,132.0, 60.00,Ushas,Inactive,,Maquillaje,Iluminadores,12
FC616B,Polvo Compacto Ushas-B, 36.00,240.0, 30.00,Ushas,Inactive,2027-09-01,Maquillaje,Polvo compacto,24
5090A,Labial Matte 26H-A, 10.00,42.0, 8.00,Ushas,Inactive,2026-08-01,Maquillaje,Labios,48
5090B,Labial Matte 26H B, 10.00,144.0, 8.00,Ushas,Inactive,2028-08-01,Maquillaje,Labios,48
MA1075,Máscara De Pestaña Ushas Transparente, 22.00,192.0, 18.00,Ushas,Inactive,2026-06-01,Maquillaje,Mascara,24
ES4198-4,Sombra para Ojos For You 4, 92.00,6.0, 78.00,Ushas,Inactive,2028-08-01,Maquillaje,Sombra,6
R182/R187,Balsamo para labios Paleta Romantic, 12.00,237.0, 10.00,Ushas,Inactive,2026-08-01,Maquillaje,Labios,24
FS442A,Corrector de Ojeras Full Cover Ushas A, 48.00,144.0, 40.00,Ushas,Inactive,2028-11-01,Maquillaje,Corrector,24
FS442B,Corrector de Ojeras Full Cover Ushas B, 48.00,96.0, 40.00,Ushas,Inactive,,Maquillaje,Corrector,24
LG2416,Brillo Labial Ushas Aloe, 19.00,216.0, 16.00,Ushas,Inactive,2028-06-01,Maquillaje,Labios,24
ES3712-4,Sombra para Ojos True Love, 45.00,11.0, 38.00,Ushas,Active,2028-02-01,Maquillaje,Sombra,12
EB022A,Cera para cejas, 22.00,72.0, 18.00,Ushas,Inactive,,Maquillaje,Articulos para Cejas,24
ES4202-4,Sombra Colores Nudes para Ojos, 92.00,6.0, 78.00,Ushas,Inactive,2028-08-01,Maquillaje,Sombra,6
MA1087,Mascara De Pestañas, 28.00,216.0, 23.00,Ushas,Inactive,2028-07-01,Maquillaje,Mascara,24
TP353,Lapiz con Cepillo para Cejas, 19.00,336.0, 16.00,Ushas,Inactive,,Maquillaje,Delineador,48
FC647A,Iluminador My Custom, 45.00,54.0, 38.00,Ushas,Inactive,2028-01-01,Maquillaje,Iluminadores,12
